Entry	Organism	Gene Names	Protein names	EC number
P18408	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MET16 YPR167C P9325.8	Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAdoPS reductase)	1.8.4.8
P18414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ERD2 YBL040C YBL0408	ER lumen protein-retaining receptor (Endoplasmic reticulum retention defective protein 2) (HDEL receptor)	
P18544	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ARG8 YOL140W	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	2.6.1.11
P18900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	COQ1 YBR003W YBR0109	Hexaprenyl pyrophosphate synthase, mitochondrial (HPS) (EC 2.5.1.-)	2.5.1.-
P18963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IRA1 GLC1 PPD1 YBR140C YBR1016	Inhibitory regulator protein IRA1	
P19158	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IRA2 CCS1 GLC4 YOL081W O0985	Inhibitory regulator protein IRA2	
P19516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	COX11 YPL132W LPI13W	Cytochrome c oxidase assembly protein COX11, mitochondrial	
P19735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PRP6 RNA6 YBR055C YBR0508	Pre-mRNA-splicing factor 6	
P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PRP9 YDL030W D2773	Pre-mRNA-splicing factor PRP9	
P19881	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PHO13 YDL236W	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)	3.1.3.41
P20048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SEC59 YMR013C YM8270.17C	Dolichol kinase (EC 2.7.1.108)	2.7.1.108
P20051	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	URA4 YLR420W L9931.1	Dihydroorotase (DHOase) (EC 3.5.2.3)	3.5.2.3
P20053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PRP4 RNA4 YPR178W P9705.6	U4/U6 small nuclear ribonucleoprotein PRP4 (Pre-mRNA-processing protein 4)	
P20084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL33 YMR286W YM8021.12	Large ribosomal subunit protein uL30m (54S ribosomal protein L33, mitochondrial) (YmL33)	
P20134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SFL1 YOR140W YOR3339W	Flocculation suppression protein (Protein SFL1)	
P20484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MAK11 YKL021C	Protein MAK11 (Maintenance of killer protein 11)	
P21595	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DIT2 CYP56 YDR402C D9509.20	Cytochrome P450-DIT2 (EC 1.14.14.-) (Cytochrome P450 56)	1.14.14.-
P21657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DAL81 DURL UGA35 YIR023W	Transcriptional activator protein DAL81 (Regulatory protein UGA35)	
P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPS28 YDR337W D9651.3	Small ribosomal subunit protein uS15m (37S ribosomal protein S28, mitochondrial)	
P22035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BAS1 YKR099W	Myb-like DNA-binding protein BAS1	
P22135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ATP12 YJL180C J0486	Protein ATP12, mitochondrial	
P22136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AEP2 ATP13 YMR282C YM8021.08C	ATPase expression protein 2, mitochondrial	
P22148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MSN1 FUP1 PHD2 YOL116W HRB382	Protein MSN1 (Multicopy suppressor of SNF1 protein 1)	
P22202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SSA4 YER103W	Heat shock protein SSA4	
P22209	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	KIN3 NPK1 YAR018C FUN52	Serine/threonine-protein kinase KIN3 (EC 2.7.11.1)	2.7.11.1
P22353	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL8 YJL063C HRD238 J1125	Large ribosomal subunit protein bL17m (54S ribosomal protein L8, mitochondrial) (YmL8)	
P22354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL20 YKR085C YKR405	Large ribosomal subunit protein mL58 (54S ribosomal protein L20, mitochondrial) (YmL20)	
P22438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MSM1 YGR171C	Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	6.1.1.10
P22470	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SAN1 YDR143C YD2943.02C	Protein SAN1	
P23059	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MAK31 NAA38 YCR020C-A YCR20C-A	N-alpha-acetyltransferase 38, NatC auxiliary subunit (L-A virus GAG protein N-acetyltransferase subunit MAK31) (Maintenance of killer protein 31) (N-terminal acetyltransferase C complex subunit MAK31) (NatC complex subunit MAK31)	
P23180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AIM17 FMP12 YHL021C	Probable oxidoreductase AIM17 (EC 1.14.11.-) (Altered inheritance of mitochondria protein 17, mitochondrial) (Found in mitochondrial proteome protein 12)	1.14.11.-
P23248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RPS1B PLC2 RPS10B YML063W	Small ribosomal subunit protein eS1B (40S ribosomal protein S1-B) (RP10B)	
P23285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CPR2 CRG CYP2 SCC2 YHR057C	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Cyclophilin-related protein) (Rotamase B)	5.2.1.8
P23369	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL25 YMR26 YGR076C	Large ribosomal subunit protein mL59 (54S ribosomal protein L25, mitochondrial) (YmL25)	
P23500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRS4 YKR052C	Mitochondrial RNA-splicing protein MRS4	
P23501	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YSR3 LBP2 YKR053C	Dihydrosphingosine 1-phosphate phosphatase YSR3 (EC 3.1.3.-) (Long-chain base protein 2) (Sphingolipid resistance protein 3)	3.1.3.-
P23624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SPO13 YHR014W	Meiosis-specific protein SPO13 (Sporulation-specific protein 13)	
P23641	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MIR1 YJR077C J1837	Mitochondrial phosphate carrier protein (Mitochondrial import receptor) (Phosphate transport protein) (PTP) (mPic 1) (p32) [Cleaved into: Mitochondrial phosphate carrier protein, N-terminally processed]	
P23748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MIH1 YMR036C YM9532.01C YM9973.10C	M-phase inducer phosphatase (EC 3.1.3.48) (Mitosis initiation protein MIH1) (Mitotic inducer homolog)	3.1.3.48
P23833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SCO1 YBR037C YBR0406	Protein SCO1, mitochondrial	
P24000	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RPL24B RPL30B YGR148C G6635	Large ribosomal subunit protein eL24B (60S ribosomal protein L24-B) (L30) (RP29) (YL21)	
P24521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ERG8 YMR220W YM9959.02	Phosphomevalonate kinase (EC 2.7.4.2)	2.7.4.2
P24719	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MEK1 MRE4 YOR351C O6357	Meiosis-specific serine/threonine-protein kinase MEK1 (EC 2.7.11.1)	2.7.11.1
P24871	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CLB4 YLR210W L8167.3	G2/mitotic-specific cyclin-4	
P25037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UBP1 YDL122W D2250	Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1)	3.4.19.12
P25038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IFM1 YOL023W	Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))	
P25039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MEF1 YLR069C L2195	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	
P25270	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRM1 PET56 YOR201C	rRNA methyltransferase 1, mitochondrial (EC 2.1.1.-) (21S rRNA (guanosine(2270)-2'-O)-methyltransferase) (21S rRNA [Gm2270] 2'-O-methyltransferase) (Mitochondrial large ribosomal RNA ribose methylase) (Petite colonies protein 56)	2.1.1.-
P25332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RBK1 YCR036W YCR36W YCR523	Ribokinase (RK) (EC 2.7.1.15)	2.7.1.15
P25334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CPR4 CYP4 SCC3 YCR069W YCR69W/YCR70W	Peptidyl-prolyl cis-trans isomerase CPR4 (PPIase CPR4) (EC 5.2.1.8) (Rotamase)	5.2.1.8
P25337	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BUD31 CWC14 YCR063W YCR63W YCR903	Pre-mRNA-splicing factor BUD31 (Bud site selection protein 31) (Complexed with CEF1 protein 14)	
P25338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MPO1 YGL010W YGL021	2-hydroxy-palmitic acid dioxygenase MPO1 (EC 1.14.18.12) (Metabolism of phytosphingosine to odd-numbered fatty acids protein 1) (Metabolism of PHS to odd-numbered FA protein 1)	1.14.18.12
P25339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PUF4 YGL014W YGL023	Pumilio homology domain family member 4	
P25345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SLM5 YCR024C YCR242 YCR24C	Asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	6.1.1.22
P25348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL32 YCR003W YCR041 YCR3W	Large ribosomal subunit protein bL32m (54S ribosomal protein L32, mitochondrial) (YmL32)	
P25349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YCP4 YCR004C YCR042 YCR4C	Flavoprotein-like protein YCP4	
P25356	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BPH1 YCR032W YCR32W YCR591 YCR601	Beige protein homolog 1	
P25360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PHO87 YCR037C YCR37C YCR524	Inorganic phosphate transporter PHO87	
P25365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SED4 YCR067C YCR67C YCR901	Putative guanine nucleotide-exchange factor SED4	
P25367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RNQ1 YCL028W YCL181 YCL28W	[PIN+] prion protein RNQ1 (Rich in asparagine and glutamine protein 1)	
P25371	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ADP1 YCR011C YCR105 YCR11C	Probable ATP-dependent permease	
P25379	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CHA1 YCL064C YCL64C	Catabolic L-serine/threonine dehydratase [Includes: L-serine dehydratase (EC 4.3.1.17) (L-serine deaminase); L-threonine dehydratase (EC 4.3.1.19) (L-threonine deaminase)]	4.3.1.17; 4.3.1.19
P25381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RRT12 OSW3 YCR045C YCR45C	Subtilase-type proteinase RRT12 (EC 3.4.21.-) (Outer spore wall protein 3) (Regulator of rDNA transcription protein 12)	3.4.21.-
P25558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BUD3 YCL014W YCL012W YCL013W YCL12W YCL13W YCL14W	Bud site selection protein 3	
P25559	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DCC1 YCL016C YCL16C	Sister chromatid cohesion protein DCC1 (Defective in sister chromatid cohesion protein 1)	
P25560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RER1 YCL001W YCL1W	Protein RER1 (Retention of ER proteins 1)	
P25566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MXR2 MSRB YCL033C YCL33C	Peptide methionine sulfoxide reductase 2 (EC 1.8.4.12)	1.8.4.12
P25569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GID7 MOH2 YCL039W YCL311 YCL39W	Glucose-induced degradation protein 7	
P25578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PGS1 PEL1 YCL004W YCL003W YCL3W YCL4W	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase) (PGP synthase)	2.7.8.5
P25587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	LDB16 YCL005W YCL5W	Protein LDB16 (Low dye-binding protein 16)	
P25594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	VBA3 YCL069W YCL69W	Vacuolar basic amino acid transporter 3	
P25596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GEX1 YCL073C YCL70C/YCL71C/YCL73C	Glutathione exchanger 1	
P25621	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FEN2 YCR028C YCR28C	Pantothenate transporter FEN2 (Fenpropimorph resistance protein 2)	
P25625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PER1 COS16 YCR044C YCR44C	Protein PER1 (Protein processing in the ER protein 1)	
P25626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IMG1 PETCR46 YCR046C YCR46C	Large ribosomal subunit protein bL19m (54S ribosomal protein IMG1, mitochondrial) (Integrity of mitochondrial genome protein 1) (PetCR46)	
P25628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ARE1 SAT2 YCR048W YCR48W	Sterol O-acyltransferase 1 (EC 2.3.1.-) (Sterol-ester synthase 1)	2.3.1.-
P25632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RSC6 YCR052W YCR52W	Chromatin structure-remodeling complex protein RSC6 (Remodel the structure of chromatin complex subunit 6)	
P25638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TAH1 YCR060W YCR60W	TPR repeat-containing protein associated with Hsp90	
P26343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DAL80 UGA43 YKR034W	Nitrogen regulatory protein DAL80 (Regulatory protein UGA43)	
P26725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YUR1 YJL139C J0657	Probable mannosyltransferase YUR1 (EC 2.4.1.-)	2.4.1.-
P26798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	INO2 DIE1 SCS1 YDR123C YD9727.18C	Protein INO2	
P27344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DPB3 YBR278W YBR2015	DNA polymerase epsilon subunit C (DNA polymerase II subunit C)	
P27929	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	NAM9 MNA6 YNL137C N1211 N1840	Small ribosomal subunit protein uS4m (37S ribosomal protein NAM9, mitochondrial) (Nuclear accommodation of mitochondria protein 9)	
P28006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GAC1 YOR178C	Serine/threonine-protein phosphatase 1 regulatory subunit GAC1	
P28239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PPA2 IPP2 YMR267W YM8156.09	Inorganic pyrophosphatase, mitochondrial (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	3.6.1.1
P28273	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	OXP1 YKL215C	5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)	3.5.2.9
P28584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TRK2 RPD2 YKR050W	Low-affinity potassium transport protein	
P28789	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HEM3 YDL205C D1057	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	2.5.1.61
P29467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MEI4 YER044C-A YER044BC	Meiosis-specific protein MEI4	
P29478	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SEC65 YML105C YM8339.14C	Signal recognition particle subunit SEC65	
P30606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ITR2 YOL103W HRB612	Myo-inositol transporter 2	
P31334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL9 YGR220C G8520	Large ribosomal subunit protein uL3m (54S ribosomal protein L9, mitochondrial) (YmL9)	
P31379	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	LDS1 YAL018C YAL003	Outer spore wall protein LDS1 (Lipid droplets in sporulation protein 1)	
P31381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FUN26 YAL022C	Nucleoside transporter FUN26	
P31386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ATS1 KTI13 YAL020C FUN28 YAL006	Protein KTI13 (Alpha-tubulin suppressor 1) (Kluyveromyces lactis toxin-insensitive protein 13)	
P31787	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ACB1 ACB YGR037C	Acyl-CoA-binding protein (ACBP)	
P32048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MSK1 YNL073W N2364	Lysine--tRNA ligase, mitochondrial (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	6.1.1.6
P32190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GUT1 YHL032C	Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	2.7.1.30
P32191	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GUT2 YIL155C	Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3)	1.1.5.3
P32263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PRO3 ORE2 YER023W	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)	1.5.1.2
P32264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PRO1 YDR300C D9740.12	Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase)	2.7.2.11
P32331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YMC1 YPR058W YP9499.14	Mitochondrial glycine transporter YMC1 (Yeast mitochondrial carrier protein 1)	
P32339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HMX1 YLR205C L8167.18	Heme-binding protein HMX1	
P32341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	VPH2 CLS10 VMA12 YKL119C YKL520	Vacuolar ATPase assembly integral membrane protein VPH2 (Protein VMA12)	
P32343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SSH4 MLF4 YKL124W YKL529	Protein SSH4 (Multicopy suppressor of leflunomide protein 4) (Suppressor of SHR3 null mutation protein 4)	
P32344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	QRI5 COX24 YLR204W	Small ribosomal subunit protein mS38 (Mitochondrial mRNA-processing protein COX24)	
P32352	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ERG2 YMR202W YM8325.03	C-8 sterol isomerase ERG2 (EC 5.-.-.-) (Delta-8--delta-7 sterol isomerase ERG2) (Ergosterol biosynthetic protein 2)	5.-.-.-
P32387	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRP20 MRPL41 YDR405W D9509.23	Large ribosomal subunit protein uL23m (54S ribosomal protein L41, mitochondrial) (YmL41)	
P32445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RIM1 YCR028C-A YCR28C-A	Single-stranded DNA-binding protein RIM1, mitochondrial (Mitochondrial ssDNA-binding protein)	
P32449	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ARO4 YBR249C YBR1701	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	2.5.1.54
P32451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BIO2 YGR286C	Biotin synthase, mitochondrial (EC 2.8.1.6)	2.8.1.6
P32459	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DAL3 YIR032C	Ureidoglycolate lyase (EC 4.3.2.3) (Degradation of allantoin protein 3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	4.3.2.3
P32463	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ACP1 YKL192C	Acyl carrier protein, mitochondrial (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	
P32464	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HYM1 YKL189W	Protein HYM1	
P32469	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DPH5 YLR172C L9470.17	Diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase)	2.1.1.314
P32477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GSH1 YJL101C J0832	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	6.3.2.2
P32489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MEI5 YPL121C LPH6C	Meiosis protein 5	
P32496	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RPN12 NIN1 YFR052W	26S proteasome regulatory subunit RPN12 (Nuclear integrity protein 1)	
P32522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PET309 YLR067C L2189	Pentatricopeptide repeat-containing protein PET309, mitochondrial	
P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PRP21 SPP91 YJL203W J0322	Pre-mRNA-splicing factor PRP21	
P32559	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MSS1 PET53 YMR023C YM9711.13C	tRNA modification GTPase MSS1, mitochondrial	
